Headline,Summary,Link,Date
" Alaska Organizations Receive KeyBank Grants Totaling $90,000 ","KeyBank has awarded $90,000 in grants to 10 Alaska-based organizations including the Chugach Heritage Foundation, Native Village of Afognak, United Way of Anchorage and others listed below during the second and third quarter of 2023.",https://www.csrwire.com/press_releases/792576-alaska-organizations-receive-keybank-grants-totaling-90000,01-12-24
Why Eco-Design Is at the Heart of Everything We Do?,"In our last blog, we explored what the term Eco-Design actually mean and how it impacts you as a consumer. Here, we’re taking you through the journey that every product at Schneider Electric goes through, and how Eco-Design plays into this.",https://www.csrwire.com/press_releases/792571-why-eco-design-heart-everything-we-do,01-12-24
3M Receives $34.2 Million Award To Improve Treatment of Traumatic Wounds From Point-of-Injury to Hospital,"3M Health Care's Medical Solutions Division was awarded $34.2 million from the U.S. Army Medical Research Acquisition Activity to develop a range of new solutions for infection prevention, wound management and wound healing.",https://www.csrwire.com/press_releases/792566-3m-receives-342-million-award-improve-treatment-traumatic-wounds-point-injury,01-12-24
What Happens When a Virus Becomes a Permanent Part of Your Genome?,"The San Diego Zoo cares for the largest population of koalas outside Australia. The zoo is world renowned for its specialized veterinary care and decades-long commitment to wildlife conservation work, and one of the biggest challenges their koala population faces is koala KoRV.",https://www.csrwire.com/press_releases/792561-what-happens-when-virus-becomes-permanent-part-your-genome,01-12-24
"Bloomberg Receives Multiple Honors for LGBTQ+, Diversity & Inclusion, and Disability Hiring Leadership in Japan","Bloomberg announced that it has received seven prestigious awards and certifications for its commitment to LGBTQ+, D&I and disability hiring initiatives in Japan. ",https://www.csrwire.com/press_releases/792556-bloomberg-receives-multiple-honors-lgbtq-diversity-inclusion-and-disability,01-12-24
"Meet Trent Keel, Director of Integrated Marketing, Pravana and Advocate for LGBTQ Youth","For Trent Keel, Pravana’s Director of Integrated Marketing, being a pioneer for good is all about creating safe spaces to be your true self.",https://www.csrwire.com/press_releases/792551-meet-trent-keel-director-integrated-marketing-pravana-and-advocate-lgbtq,01-12-24
Maximus Foundation Board Member Spotlight: Ferdinand Morales,"Ferdinand Morales joined Maximus in July 1999 after learning about the company through volunteering at a local nonprofit. After 24 years at Maximus, Ferdinand reflects on his time with the company and the impact giving back to his community has made in his life.",https://www.csrwire.com/press_releases/792546-maximus-foundation-board-member-spotlight-ferdinand-morales,01-12-24
Regions Delivers ‘Miles of Smiles’,"Toting green sacks, Regions’ market executives and associates delivered thousands of fidget toys this month to 21 different children’s hospitals.",https://www.csrwire.com/press_releases/792541-regions-delivers-miles-smiles,01-12-24
The Northern Trust Sustainability Network,"The Sustainability Network, Northern Trust’s global employee environmental engagement program, aims to increase awareness of sustainability issues, promoting best practices and unifying environmentally focused business operations.",https://www.csrwire.com/press_releases/792536-northern-trust-sustainability-network,01-12-24
"WPI Enables More Accurate, Non-Invasive, and Remote Patient Monitoring with Cadence","According to Worcester Polytechnic Institute (WPI), the future of medicine is the ability to remotely monitor patients in a simple and accurate way. The new sensor that they’ve developed does just that.",https://www.csrwire.com/press_releases/792531-wpi-enables-more-accurate-non-invasive-and-remote-patient-monitoring-cadence,01-12-24
Arrow Electronics Helps Startup Oyika Establish Electric Motorbike Ecosystem,Arrow Electronics is helping technology startup Oyika roll out battery charging stations in Southeast Asia cities to support a new generation of clean and quiet electric motorbikes.,https://www.csrwire.com/press_releases/792526-arrow-electronics-helps-startup-oyika-establish-electric-motorbike-ecosystem,01-12-24
Fifth Third’s Kala Gibson Appointed National Board Chair of National Minority Supplier Development Council,"Kala Gibson, executive vice president and chief corporate responsibility officer at Fifth Third Bank, has been elected Board Chair of the National Minority Supplier Development Council’s 2024 National Board of Directors. ",https://www.csrwire.com/press_releases/792521-fifth-thirds-kala-gibson-appointed-national-board-chair-national-minority,01-12-24
CNH Tractor Design Wins 2024 German Design Award,"CNH was recently recognized by the 2024 German Design Awards, presented by the German Design Council (est. 1953). ",https://www.csrwire.com/press_releases/792516-cnh-tractor-design-wins-2024-german-design-award,01-12-24
Mondelēz International Advances Progress Toward 2050 Net Zero Emissions Goal,Mondelēz International (Nasdaq: MDLZ) announced a significant milestone toward its goal of net zero greenhouse gas emissions across its full value chain by 2050. ,https://www.csrwire.com/press_releases/792511-mondelez-international-advances-progress-toward-2050-net-zero-emissions-goal,01-12-24
"Duke Energy Invests $350,000 To Support Future Energy Workforce","The Duke Energy Foundation announces $350,000 to support 11 community college programs across the state working to create a pipeline of skilled lineworkers that will help meet the energy industry's future workforce needs.",https://www.csrwire.com/press_releases/792501-duke-energy-invests-350000-support-future-energy-workforce,01-11-24
Healthy Forests: Tribal Forestry and Science Innovations for Disaster Reduction,"Cisco Foundation grant partner Vibrant Planet Data Commons harmonizes cutting-edge science, open-source data, and Tribal Forestry to reduce the risk and severity of wildfires while speeding the pace of forest restoration.",https://www.csrwire.com/press_releases/792496-healthy-forests-tribal-forestry-and-science-innovations-disaster-reduction,01-11-24
Webster Bank Celebrates Opening of First Connecticut-Based Finance Lab With Wakeman Boys & Girls Club,"Webster Bank, together with Wakeman Boys & Girls Club, recently celebrated the opening of the Webster/Wakeman Boys & Girls Club Finance Lab, a program created to provide students the skills needed for financial empowerment and future financial well-being. ",https://www.csrwire.com/press_releases/792491-webster-bank-celebrates-opening-first-connecticut-based-finance-lab-wakeman,01-11-24
Marathon’s Garyville Refinery Makes Major Investment in Local School District,"Marathon Petroleum’s Garyville refinery in Louisiana presented St. John the Baptist Parish Public Schools with a grant for $350,000 to support the district’s Career Technical Education (CTE) Leadership Academy.",https://www.csrwire.com/press_releases/792486-marathons-garyville-refinery-makes-major-investment-local-school-district,01-11-24
"MilliporeSigma’s Global Food Drive Provides 535,685 Meals","Employees of the Life Science business of Merck KGaA, Darmstadt, Germany from 59 sites across 22 countries provided 535,685 meals to local hunger relief organizations during the 2023 Global Food Drive.",https://www.csrwire.com/press_releases/792481-milliporesigmas-global-food-drive-provides-535685-meals,01-11-24
IBM To Invest in New AI Skills Training Programme To Boost Global Workforce,"IBM is to invest in a new training programme to help boost skills in artificial intelligence over the next three years, targetting 2 million learners globally by the end of 2026.",https://www.csrwire.com/press_releases/792476-ibm-invest-new-ai-skills-training-programme-boost-global-workforce,01-11-24
Walgreens Celebrates 15 Years of the Expressions Challenge,Expressions Challenge by Walgreens not only provides teenagers with a platform to express their views on these issues but also recognizes and rewards them for their creativity and courage.,https://www.csrwire.com/press_releases/792471-walgreens-celebrates-15-years-expressions-challenge,01-11-24
Schneider Electric Calls for Rapid Deployment of Smart Grids To Accelerate Energy Transition,"Schneider Electric, the leader in the digital transformation of energy management and automation, called on energy decision makers to prioritize digital upgrades to realize the potential of sustainable, resilient, efficient and flexible Grids of the Future.",https://www.csrwire.com/press_releases/792466-schneider-electric-calls-rapid-deployment-smart-grids-accelerate-energy,01-11-24
Sofidel Wins 2024 BIG Innovation Award for Papernet Powered by HyTech Seas Dispensers,"ofidel, a leading global provider of paper for hygienic and domestic use, today announced that it has been named a winner in the 2024 BIG Innovation Awards presented by the Business Intelligence Group for its Papernet powered by HyTech Seas dispensers.",https://www.csrwire.com/press_releases/792461-sofidel-wins-2024-big-innovation-award-papernet-powered-hytech-seas,01-11-24
"Q&A With Chris Waits, Merchandising Vice President for Paint at The Home Depot","The paint department at The Home Depot is a dynamic place. It’s always changing and always busy. From improved paint formulations to evolving color palettes and even the cans themselves, a lot has happened in the last decade.",https://www.csrwire.com/press_releases/792456-qa-chris-waits-merchandising-vice-president-paint-home-depot,01-11-24
Gilead Pays Tribute to Patient Advocacy Work: Cara’s Story,"When employees at Gilead’s recently opened New Jersey office need a place to meet, the “Cara” conference room is one such place they gather. Given the room’s namesake, it’s especially fitting when the topic at hand is the company’s oncology work.",https://www.csrwire.com/press_releases/792451-gilead-pays-tribute-patient-advocacy-work-caras-story,01-11-24
Meeting Business Sustainability Targets Needs To Be Done in Partnership,"Sustainability goals are at the heart of every organisation’s business targets, particularly as we move swiftly toward 2030 and the deadline for the EUs sustainability targets, including emission reduction and increasing renewable energy.",https://www.csrwire.com/press_releases/792446-meeting-business-sustainability-targets-needs-be-done-partnership,01-11-24
Renewable Energy Capacity Must Triple Before the End of the Decade,"Renewable energy output needs to increase three-fold by 2030 to help prevent global warming exceeding 1.5°C, with governments being urged to step up rapid action.",https://www.csrwire.com/press_releases/792441-renewable-energy-capacity-must-triple-end-decade,01-11-24
A1 Boxing Academy Helps Youth in Denver Learn Self Defense,"In 2005, Glenn Goodson saw a commercial about boxing and fitness, and that sparked an idea to open his own gym. He soon became the proud owner of a franchise, but the budding Denver entrepreneur had a bigger vision.",https://www.csrwire.com/press_releases/792436-a1-boxing-academy-helps-youth-denver-learn-self-defense,01-11-24
Mission Completed: 13K+ USO Holiday Care Packs for Troops,"On Oct 4, FedEx and the United Service Organizations (USO) teamed up for the 6th annual holiday packing event. Over 150 FedEx team members spent time kitting thousands of Holiday Care Packs at the FedExForum in Memphis.",https://www.csrwire.com/press_releases/792431-mission-completed-13k-uso-holiday-care-packs-troops,01-11-24
MAC Cosmetics Serves As Official Partner of 27th Operngala Berlin,M·A·C Cosmetics Germany was proud to sponsor and be the official partner of the 27th annual Operngala in Berlin.,https://www.csrwire.com/press_releases/792426-mac-cosmetics-serves-official-partner-27th-operngala-berlin,01-11-24
Whirlpool Corporation Named to 2023 Dow Jones Sustainability World Index for Second Consecutive Year,Whirlpool Corporation announced that it has been named to the 2023 Dow Jones Sustainability World Index (DJSI) in recognition of the company’s dedication to responsible and ethical business practices. ,https://www.csrwire.com/press_releases/792421-whirlpool-corporation-named-2023-dow-jones-sustainability-world-index-second,01-11-24
Reef-Based Carbon Sequestration Study Delivering ‘Encouraging Results’,"Since its creation, the RGV Reef has already brought back substantial populations of fish and attracted growing numbers of other sea life. The majority of the artificial reef consists of cleansed, intentionally sunken vessels, concrete rail ties, and cinder blocks.",https://www.csrwire.com/press_releases/792416-reef-based-carbon-sequestration-study-delivering-encouraging-results,01-11-24
Sharing Impact: The Clorox Company Foundation Annual Report,"I’m proud to share the work of the foundation over the past year, which supports our belief that only when people and our communities are well can they truly thrive.",https://www.csrwire.com/press_releases/792411-sharing-impact-clorox-company-foundation-annual-report,01-11-24
Chemours Employees Making a Difference Around the World,"At the end of 2023, Chemours held its first official Community Impact Month, focused on giving back and getting involved in the local communities around its global sites. ",https://www.csrwire.com/press_releases/792396-chemours-employees-making-difference-around-world,01-10-24
Georgia-Pacific - See Her: Amy Harrell,"Amy Harrell is responsible for helping more than a thousand people stay safe at the Naheola mill in Pennington, Alabama. Her top priority? Making sure people go home the same way they came to work.",https://www.csrwire.com/press_releases/792391-georgia-pacific-see-her-amy-harrell,01-10-24
Georgia-Pacific Leads Discussion on Mass Timber’s Environmental and Economic Impact in Georgia,"Georgia-Pacific recently met with state and local leadership to discuss how prioritizing and utilizing sustainable structural building materials such as mass timber not only has a positive effect on our environment, but Georgia’s economy.",https://www.csrwire.com/press_releases/792386-georgia-pacific-leads-discussion-mass-timbers-environmental-and-economic,01-10-24
Crown Holdings 2022 Sustainability Report: Working Together,Crown strives to reflect the society we serve. We are committed to fostering a diverse and inclusive work environment where people can unleash their full potential and creativity. ,https://www.csrwire.com/press_releases/792381-crown-holdings-2022-sustainability-report-working-together,01-10-24
DAMO Academy’s AI Breakthrough Makes Pancreatic Cancer Easier To Detect,"Alibaba Group’s research institute DAMO Academy has developed an AI-powered tool that can screen for early signs of pancreatic cancer, one of the most fatal cancers worldwide.",https://www.csrwire.com/press_releases/792376-damo-academys-ai-breakthrough-makes-pancreatic-cancer-easier-detect,01-10-24
Opinion: Workforce Development Is a Perfect Opportunity for Congress To Come Together This Year,It’s time for Congress to modernize workforce development programs and recognize the importance of flexibility for low-income and adult learners at different stages in their lives.,https://www.csrwire.com/press_releases/792371-opinion-workforce-development-perfect-opportunity-congress-come-together-year,01-10-24
Florida Teachers Moved to Tears by Forestry-Focused Tour,There is an air reminiscent of the first day of school when 40 strangers sit down in the classroom together for the first time at the Hampton Inn in downtown Fernandina Beach.,https://www.csrwire.com/press_releases/792366-florida-teachers-moved-tears-forestry-focused-tour,01-10-24
Bloomberg Expands Sustainable Index Offering With New Green-Tilted Fixed Income Indices,"Bloomberg announced the launch of new green-tilted fixed income indices, which seek to increase weighting to green bonds in some of Bloomberg’s flagship indices such as the Global Aggregate, Treasury and Corporate Indices.",https://www.csrwire.com/press_releases/792361-bloomberg-expands-sustainable-index-offering-new-green-tilted-fixed-income,01-10-24
8th Annual AMD Day of Service: Celebrating a Global Impact of Good,"AMD volunteers in 17 countries came together to make a lasting impact in their communities during the 8th Annual AMD Day of Service, a company-wide celebration of community volunteerism. ",https://www.csrwire.com/press_releases/792356-8th-annual-amd-day-service-celebrating-global-impact-good,01-10-24
Investing in the Music City,"Part of the Nashville community for 140 years, Regions has been part of the city’s affordable housing story for more than a decade.",https://www.csrwire.com/press_releases/792351-investing-music-city,01-10-24
Preparing Youth in Foster Care for a Successful Start at Their New Schools With the Maximus Foundation,"The Maximus Foundation is proud to provide grant funding for Back2School, which purchased shoes, clothing, and backpacks for more than 670 children during this year’s event. ",https://www.csrwire.com/press_releases/792346-preparing-youth-foster-care-successful-start-their-new-schools-maximus,01-10-24
Sands China Launches Next Stage of Development of the Londoner Macao,"As 2023 came to a close, Sands China has embarked on the next phase of its commitment to investing in Macao’s development as a top global travel destination and supporting Sands’ focus on ongoing property reinvestments.",https://www.csrwire.com/press_releases/792341-sands-china-launches-next-stage-development-londoner-macao,01-10-24
Baopu Development Joins IWBI’s WELL for Residential Program,"Baopu Development annouonced that the Taiwan-based residential developer became an early adopter of IWBI’s WELL for residential program, which is now open for enrollments.",https://www.csrwire.com/press_releases/792336-baopu-development-joins-iwbis-well-residential-program,01-10-24
STEAM Careers in Jurassic World and Beyond,"As a global media and technology company, we were thrilled to bring together nearly 300 first-generation-college-bound students to Universal Orlando Resort for a second Jurassic World STEAM Symposium.",https://www.csrwire.com/press_releases/792331-steam-careers-jurassic-world-and-beyond,01-10-24
New Holland Construction “Takes the Field” With the Brazil Ladies Cup,"New Holland Construction, a brand of CNH, ""takes the field"" with the Brazil Ladies Cup. The tournament took place in December in Santo André (SP), Brazil, with the final in São Paulo (SP), Brazil.",https://www.csrwire.com/press_releases/792326-new-holland-construction-takes-field-brazil-ladies-cup,01-10-24
"Duke Energy Awards $225,000 in Grants to Organizations Making Critical Home Improvements for South Carolina’s Seniors","Duke Energy has awarded $225,000 to South Carolina organizations that help seniors make needed home repairs that enable senior citizens to continue to enjoy life in their current homes.",https://www.csrwire.com/press_releases/792311-duke-energy-awards-225000-grants-organizations-making-critical-home,01-09-24
SEE Designs Plastic out of Food Packaging With Paper-Based Bottom Web,Global packaging provider SEE® (formerly Sealed Air) has developed a bottom web food packaging solution made from FSC-certified fiber. The sustainable packaging reduces the use of traditional plastic by more than 75%.,https://www.csrwire.com/press_releases/792306-see-designs-plastic-out-food-packaging-paper-based-bottom-web,01-09-24
Sustainable Products and Services at Northern Trust,"Throughout 2022, Northern Trust Asset Management (NTAM) continued to expand its sustainable investment solutions with the launch of a variety of innovative pooled vehicles for global investors. ",https://www.csrwire.com/press_releases/792301-sustainable-products-and-services-northern-trust,01-09-24
"Digitalization Is Creating New Technology Jobs in Industries, New Schneider Electric Report Shows",New research from Schneider Electric has revealed that almost half (45%) of industrial companies believe digitalization will be the primary reason that new operational technology job roles will be job roles will be created in the next three years.,https://www.csrwire.com/press_releases/792296-digitalization-creating-new-technology-jobs-industries-new-schneider-electric,01-09-24
Music Will & HARMAN Have Partnered To Bring the Power of Music Education to Even More Students,"At HARMAN, we understand the power of music to inspire each of us. With our long history in music innovation, HARMAN and its employees apply our expertise, time and technologies to make a positive impact in the lives of young people.",https://www.csrwire.com/press_releases/792291-music-will-harman-have-partnered-bring-power-music-education-even-more,01-09-24
More Zero Emission Trucks To Hit UK Roads Following £200M Investment,"New government funding will see up to 370 zero emission trucks on the road and the creation of new green jobs, it has been announced.",https://www.csrwire.com/press_releases/792286-more-zero-emission-trucks-hit-uk-roads-following-ps200m-investment,01-09-24
Lenovo Work for Humankind Builds a “Future Science & Technology Museum” for Primary School Students in Rural China,"In collaboration with Lenovo Foundation Beijing and Guangming Daily, and through its Work For Humankind China program, Lenovo has built an AI-enhanced science and technology museum to spark an interest in literacy and science education among primary school children in rural China",https://www.csrwire.com/press_releases/792281-lenovo-work-humankind-builds-future-science-technology-museum-primary-school,01-09-24
Four Easy Tips To Prepare for the Next Storm,"Pepco prepares year-round to make our grid smarter, stronger, and more resilient, but some major storms may still require us to restore power. We’re here to help you get prepared in the event of an emergency. ",https://www.csrwire.com/press_releases/792276-four-easy-tips-prepare-next-storm,01-09-24
A Conversation With Entergy and Axios: Power Grid Resiliency in the US,It’s more important now than ever to strengthen and modernize the U.S. power grid as severe weather events become more frequent and intense.,https://www.csrwire.com/press_releases/792271-conversation-entergy-and-axios-power-grid-resiliency-us,01-09-24
Conservation Takes Flight With Wetland Upgrades and Water Management,"Since 1937, Ducks Unlimited (DU) has worked across North America to provide sustainable ecosystems for wetland species and supporting clean and abundant water, among countless other positive outcomes to benefit wildlife and improve public recreation.",https://www.csrwire.com/press_releases/792266-conservation-takes-flight-wetland-upgrades-and-water-management,01-09-24
"Silvia Davila, Regional President, Latin America, Danone S.A., Elected to FedEx Board of Directors",FedEx Corporation (NYSE: FDX) announced that Silvia Davila has been elected to the FedEx Board of Directors.,https://www.csrwire.com/press_releases/792261-silvia-davila-regional-president-latin-america-danone-sa-elected-fedex-board,01-09-24
Leading Brands Discuss How To Adapt to an Evolving Sustainability and Social Impact Landscape at Network Effect: Columbus,"3BL has traveled from city to city, bringing today’s most influential corporate leaders and practitioners together for a morning of critical dialogue addressing a spectrum of sustainability and social impact issues with our Network Effect series.",https://www.csrwire.com/press_releases/792251-leading-brands-discuss-how-adapt-evolving-sustainability-and-social-impact,01-09-24
"Duke Energy, Coastal Conservation Association Florida Plant 500 Mangroves at State Park Devastated by Hurricane Ian","More than 25 volunteers from Duke Energy Florida, Coastal Conservation Association Florida, as well as special help from Lee County Electric Cooperative, teamed up to lead the restoration by planting 500 red and black mangroves across a 4,400-square-foot portion of the park.",https://www.csrwire.com/press_releases/792246-duke-energy-coastal-conservation-association-florida-plant-500-mangroves,01-08-24
"Baker Tilly’s Healthy Outcomes Podcast: Promoting Diversity, Equity and Inclusion in the Healthcare Sector","On this episode of Healthy Outcomes, our host Mark Ross interviews Baker Tilly’s Chief Diversity Officer, Shane Lloyd. ",https://www.csrwire.com/press_releases/792241-baker-tillys-healthy-outcomes-podcast-promoting-diversity-equity-and,01-08-24
"On National Bird Day, International Paper Celebrates Forestland Stewards Partnership’s Support for Forest Birds Through Habitat Restoration and Sustainable Forest Management","On National Bird Day, International Paper (IP) and longtime partner National Fish and Wildlife Foundation (NFWF) are seeing the direct effects of forest habitat restoration and sustainable forest management to bird populations within the Mississippi Alluvial Valley.",https://www.csrwire.com/press_releases/792236-national-bird-day-international-paper-celebrates-forestland-stewards,01-08-24
Seneca Joins IWBI’s WELL for Residential Program,"Henderson Nevada developer committed to redefining luxury living through purposeful, tech-driven, and sustainable residential communities became an early adopter of IWBI’s WELL for residential program, which is now open for enrollments.",https://www.csrwire.com/press_releases/792231-seneca-joins-iwbis-well-residential-program,01-08-24
A Strategy for Sustainable Operations at Northern Trust,"In addition to developing sustainable investment strategies and innovative products for our clients that reflect and advance their environmental priorities, we manage climate-related risks, and realize investment opportunities in the transition to a greener world.",https://www.csrwire.com/press_releases/792226-strategy-sustainable-operations-northern-trust,01-08-24
Crown Marks Human Rights Day With the Launch of a Global Training Course,"As we celebrate the 75th anniversary of the Universal Declaration of Human Rights (December 10), our team at Crown takes the opportunity to recognize the responsibility and profound impact businesses can have on societal values.",https://www.csrwire.com/press_releases/792216-crown-marks-human-rights-day-launch-global-training-course,01-05-24
HARMAN’s 2023 Year in Review: Our Team’s Top 5 Media Moments,"As a global connected technologies leader, HARMAN is always pushing the boundaries of innovation to deliver products that make life easier, more productive and entertaining. In 2023, the momentum continued and our teams delivered cutting-edge technologies.",https://www.csrwire.com/press_releases/792211-harmans-2023-year-review-our-teams-top-5-media-moments,01-05-24
U.S. Bank Awards First-Ever Boundless Potential Award to Two Small Businesses,U.S. Bank recently honored two small business clients for their extraordinary commitment to their communities with the bank’s first-ever Boundless Potential award. This award was created to honor the spirit of clients who step up and make a lasting impact in their communities.,https://www.csrwire.com/press_releases/792206-us-bank-awards-first-ever-boundless-potential-award-two-small-businesses,01-05-24
No-Cost Testing Helps Bolster I-HEAL Community Wellness Day in Mississippi Delta Region,Quest Diagnostics recently provided no-cost Blueprint for Wellness® testing to more than 100 local community members who attended a wellness day in the Mississippi Delta region.,https://www.csrwire.com/press_releases/792201-no-cost-testing-helps-bolster-i-heal-community-wellness-day-mississippi-delta,01-05-24
Smoke Detectors for a Safer Season,"In an effort to help keep the communities we serve safe, Pepco has donated smoke and carbon monoxide alarms to fire companies in Montgomery and Prince George’s Counties. ",https://www.csrwire.com/press_releases/792196-smoke-detectors-safer-season,01-05-24
"777: How To Upskill Faculty To Integrate AI in Higher Ed - With ⁠Lydia Logan⁠, VP, Global Education & Workforce Development, Corporate Social Responsibility, IBM",Listen in to the EdUp Experience Podcast with Lydia Logan from IBM!,https://www.csrwire.com/press_releases/792191-777-how-upskill-faculty-integrate-ai-higher-ed-lydia-logan-vp-global,01-05-24
The Cyber Security Shakeup Continues in 2024,"Cyber threats and cybercrime show no signs of slowing. The growing risk makes it imperative that organizations constantly evaluate their security posture and take steps to harden their defenses, protect internal networks, and secure data from the barrage of threats.",https://www.csrwire.com/press_releases/792186-cyber-security-shakeup-continues-2024,01-05-24
Arla Announces New Sustainability Initiative in Efforts To Lower CO2 Emissions,"Arla Foods, owned by more than 8,400 farmers from the UK, the Netherlands, Germany, Denmark, Sweden, Belgium and Luxembourg, set a bold ambition to lead in a more climate-efficient dairy production.",https://www.csrwire.com/press_releases/792181-arla-announces-new-sustainability-initiative-efforts-lower-co2-emissions,01-05-24
Delivering Tangible Climate Action Through the Circular Economy,"By looking at how your business can reduce waste, reuse, and recycle, take responsibility for any unavoidable emissions, and support climate action projects, you can take tangible action to better manage your IT carbon footprint.",https://www.csrwire.com/press_releases/792176-delivering-tangible-climate-action-through-circular-economy,01-05-24
A Year of Growth and Innovation at ekō Solutions,"2023 was a year of growth, innovation, agility, diversification and customer driven innovations at ekō Solutions, a Land Betterment company.",https://www.csrwire.com/press_releases/792171-year-growth-and-innovation-eko-solutions,01-05-24
FedEx and Operation Warm Give Coats to Children in South America,"This year, the South Cone chapter of the Operation Warm campaign evolved between June and September, and left a mark in both Chile and Argentina.",https://www.csrwire.com/press_releases/792166-fedex-and-operation-warm-give-coats-children-south-america,01-05-24
Henkel Employees Make an Impact on Tomorrow,We are excited to share highlights of our employees’ wide range of community service for causes close to their hearts. At Henkel we are confident that we can make a difference for future generations through volunteerism.,https://www.csrwire.com/press_releases/792161-henkel-employees-make-impact-tomorrow,01-05-24
"DP World Posorja Welcomes First Maersk Service Route, Boosting Ecuador’s Maritime Connectivity","DP World in Posorja, Ecuador welcomed the first of three key service routes for Maersk. Maersk recently announced that beginning in January 2024, it would reroute three service routes from the Port of Guayaquil to the deep-water terminal at the Port of Posorja.",https://www.csrwire.com/press_releases/792156-dp-world-posorja-welcomes-first-maersk-service-route-boosting-ecuadors,01-05-24
World Economic Forum Recognizes Schneider Electric’s Hyderabad Factory as a Sustainability Lighthouse,"Schneider Electric, the leader in the digital transformation of energy management and automation, announced that its Hyderabad, India, factory has been recognized by the World Economic Forum as a Sustainability Lighthouse.",https://www.csrwire.com/press_releases/792151-world-economic-forum-recognizes-schneider-electrics-hyderabad-factory,01-05-24
Young People From Curitiba Qualify in Carpentry To Win the Job Market,"New Holland Agriculture (brand of CNH) used more than 1,500 kilos of pine and eucalyptus wood to change the lives of 100 young people in vulnerable situations.",https://www.csrwire.com/press_releases/792146-young-people-curitiba-qualify-carpentry-win-job-market,01-05-24
Entergy Delivers Nearly $500M in Economic Impact for Greater New Orleans Region,"The greater New Orleans region is enjoying nearly half of $1 billion dollars in economic benefits because the city is host to the corporate headquarters for Entergy, the city’s only Fortune 500 company. ",https://www.csrwire.com/press_releases/792141-entergy-delivers-nearly-500m-economic-impact-greater-new-orleans-region,01-05-24
Creating the Greatest Place To Work for All: Chemours Recognized as a Best Chemical Company To Work for by U.S. News & World Report,"From the frontline to the back office, every Chemours employee knows they are a part of something bigger than themselves and that they are a part of making a meaningful difference.",https://www.csrwire.com/press_releases/792121-creating-greatest-place-work-all-chemours-recognized-best-chemical-company,01-04-24
Noodle Maker Master Kong Showcases How To Cut Plastic Waste,"Master Kong, an instant noodles and beverage giant in China, teamed up with Alibaba Group and French utility Veolia to help shrink its carbon footprint.",https://www.csrwire.com/press_releases/792116-noodle-maker-master-kong-showcases-how-cut-plastic-waste,01-04-24
Partnering for Sustainability: Cisco’s Collaborative Approach,"Embracing sustainability and reducing our environmental footprint has been a longstanding priority at Cisco. For almost two decades, Cisco has set transparent, publicly declared objectives as benchmarks, diligently tracking our progress and holding ourselves accountable. ",https://www.csrwire.com/press_releases/792111-partnering-sustainability-ciscos-collaborative-approach,01-04-24
Georgia-Pacific Awarded for Leadership in Safety by AF&PA,Georgia-Pacific is proud to announce that the American Forest and Paper Association (AF&PA) has awarded the company the 2023 Leadership in Sustainability Award for the Save My Life Digital Work Process.,https://www.csrwire.com/press_releases/792106-georgia-pacific-awarded-leadership-safety-afpa,01-04-24
AllianceBernstein Receives Equality 100 Score for 8th Year,We are honored to have received the Equality100 score from the Human Rights Campaign's Corporate Equality Index. ,https://www.csrwire.com/press_releases/792101-alliancebernstein-receives-equality-100-score-8th-year,01-04-24
"From the SEE® Impact Report: Q&A With Scientist Manali Banerjee, Ph.D.","SEE's innovators are committed to solving the challenges of customers, stakeholders, and society. In this Q&A, senior scientist Manali Banerjee talks about her role in developing new paper and cellulose packaging solutions.",https://www.csrwire.com/press_releases/792096-seer-impact-report-qa-scientist-manali-banerjee-phd,01-04-24
KeyBank Foundation Invests More than $6 Million in 12 Cleveland Area Non-Profit Organizations,KeyBank and the KeyBank Foundation announced it has supported twelve non-profit organization in 2023 with grants totaling more than $6 million to further their missions of improving Northeast Ohio.,https://www.csrwire.com/press_releases/792091-keybank-foundation-invests-more-6-million-12-cleveland-area-non-profit,01-04-24
Have 10 Hours? IBM Will Train You in AI Fundamentals – For Free,"IBM's AI Fundamentals program is built inside of its SkillsBuild learning portal. The credential takes about ten hours to complete, across six courses.",https://www.csrwire.com/press_releases/792086-have-10-hours-ibm-will-train-you-ai-fundamentals-free,01-04-24
Putting Our Rayonier Interns in the Center of the Action,"Not every intern gets to present ideas to the senior leadership team of a publicly traded company—but at Rayonier, they do.",https://www.csrwire.com/press_releases/792081-putting-our-rayonier-interns-center-action,01-04-24
Gilead Named to Dow Jones Sustainability World Index for Third Consecutive Year,"Gilead Sciences, Inc. (Nasdaq: GILD) announced the company has once again been recognized as one of the most sustainable pharmaceutical companies according to the Dow Jones Sustainability World Index (DJSI World) for the third consecutive year.",https://www.csrwire.com/press_releases/792076-gilead-named-dow-jones-sustainability-world-index-third-consecutive-year,01-04-24
Pepco and Exelon’s Community Impact Capital Fund Invests Nearly $3 Million in Minority-Owned Small Businesses in the District and Maryland,"Earlier this year, community leaders, local officials, and stakeholders joined Pepco and our parent company Exelon as we announced $2.7 million in investments for four local minority-owned businesses that will help each business grow.",https://www.csrwire.com/press_releases/792071-pepco-and-exelons-community-impact-capital-fund-invests-nearly-3-million,01-04-24
